,studyName,Sample Number,Region,Island,Stage,Individual ID,Clutch Completion,Date Egg,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Delta 15 N (o/oo),Delta 13 C (o/oo),Comments,Species
97,PAL0809,97,Anvers,Dream,"Adult, 1 Egg Stage",N49A2,Yes,11/8/08,40.3,18.5,196.0,4350.0,MALE,8.39459,-26.01152,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
98,PAL0809,98,Anvers,Dream,"Adult, 1 Egg Stage",N50A1,Yes,11/10/08,33.1,16.1,178.0,2900.0,FEMALE,9.04218,-26.15775,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
99,PAL0809,99,Anvers,Dream,"Adult, 1 Egg Stage",N50A2,Yes,11/10/08,43.2,18.5,192.0,4100.0,MALE,8.97025,-26.03679,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
100,PAL0910,100,Anvers,,"Adult, 1 Egg Stage",N47A1,Yes,11/9/09,35.0,17.9,192.0,3725.0,FEMALE,8.84451,-26.28055,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
101,PAL0910,101,Anvers,Biscoe,"Adult, 1 Egg Stage",N47A2,Yes,11/9/09,41.0,20.0,203.0,4725.0,MALE,9.01079,-26.38085,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
102,PAL0910,102,Anvers,Biscoe,"Adult, 1 Egg Stage",N49A1,Yes,11/15/09,37.7,16.0,183.0,3075.0,FEMALE,9.2151,-26.2253,,Adelie Penguin (Pygoscelis adeliae)
103,PAL0910,103,Anvers,Biscoe,"Adult, 1 Egg Stage",N49A2,Yes,11/15/09,37.8,20.0,190.0,4250.0,MALE,9.51929,-25.69199,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
104,PAL0910,104,Anvers,Biscoe,"Adult, 1 Egg Stage",N51A1,Yes,11/15/09,37.9,18.6,193.0,2925.0,FEMALE,9.02642,-25.86482,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
105,PAL0910,105,Anvers,Biscoe,"Adult, 1 Egg Stage",N51A2,Yes,11/15/09,39.7,18.9,184.0,3550.0,,8.85699,-25.80208,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
106,PAL0910,106,Anvers,Biscoe,"Adult, 1 Egg Stage",N53A1,Yes,11/15/09,38.6,17.2,199.0,3750.0,FEMALE,8.77322,-26.48973,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
107,PAL0910,107,Anvers,Biscoe,"Adult, 1 Egg Stage",N53A2,Yes,11/15/09,38.2,20.0,190.0,3900.0,MALE,9.59245,-25.70711,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
108,PAL0910,108,Anvers,Biscoe,"Adult, 1 Egg Stage",N55A1,Yes,11/20/09,38.1,17.0,181.0,3175.0,FEMALE,9.79532,-25.27385,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
109,PAL0910,109,Anvers,Biscoe,"Adult, 1 Egg Stage",N55A2,Yes,11/20/09,43.2,19.0,197.0,4775.0,MALE,9.31735,-25.45171,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
110,PAL0910,110,Anvers,Biscoe,"Adult, 1 Egg Stage",N58A1,Yes,11/12/09,38.1,16.5,198.0,3825.0,,8.43951,-26.57563,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
111,PAL0910,111,Anvers,Biscoe,"Adult, 1 Egg Stage",,Yes,11/12/09,45.6,20.3,191.0,4600.0,MALE,11.251058,-26.32909,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
112,PAL0910,112,Anvers,Biscoe,"Adult, 1 Egg Stage",N60A1,Yes,11/15/09,39.7,17.7,193.0,3200.0,FEMALE,9.02657,-26.06203,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
113,PAL0910,113,Anvers,Biscoe,"Adult, 1 Egg Stage",N60A2,Yes,11/15/09,42.2,19.5,197.0,4275.0,MALE,8.80186,-26.41218,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
114,PAL0910,114,Anvers,Biscoe,"Adult, 1 Egg Stage",N61A1,Yes,11/17/09,39.6,20.7,191.0,3900.0,FEMALE,8.80967,-26.78958,,Adelie Penguin (Pygoscelis adeliae)
115,PAL0910,115,Anvers,Biscoe,"Adult, 1 Egg Stage",N61A2,Yes,11/17/09,42.7,18.3,196.0,4075.0,MALE,8.91434,-26.42018,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
116,PAL0910,116,Anvers,Torgersen,"Adult, 1 Egg Stage",N63A1,Yes,11/18/09,38.6,17.0,188.0,2900.0,,9.18021,-25.77264,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
117,PAL0910,117,Anvers,Torgersen,"Adult, 1 Egg Stage",N63A2,Yes,11/18/09,37.3,20.5,199.0,3775.0,MALE,9.49645,-26.36678,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
118,PAL0910,118,Anvers,Torgersen,"Adult, 1 Egg Stage",N64A1,Yes,11/22/09,35.7,17.0,189.0,3350.0,FEMALE,8.96436,-23.90309,,Adelie Penguin (Pygoscelis adeliae)
119,PAL0910,119,Anvers,Torgersen,"Adult, 1 Egg Stage",N64A2,Yes,11/22/09,41.1,18.6,189.0,3325.0,MALE,9.32277,-26.09989,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
120,PAL0910,120,Anvers,Torgersen,"Adult, 1 Egg Stage",N66A1,No,11/17/09,36.2,17.2,187.0,3150.0,FEMALE,9.04296,-26.19444,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
121,PAL0910,121,Anvers,,"Adult, 1 Egg Stage",N66A2,No,11/17/09,37.7,19.8,198.0,3500.0,MALE,9.11066,-26.42563,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
122,PAL0910,122,Anvers,Torgersen,"Adult, 1 Egg Stage",N67A1,Yes,11/16/09,40.2,17.0,176.0,3450.0,FEMALE,9.30722,-25.61039,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
123,PAL0910,123,Anvers,Torgersen,"Adult, 1 Egg Stage",N67A2,Yes,11/16/09,41.4,18.5,202.0,3875.0,MALE,9.59462,-25.42621,,Adelie Penguin (Pygoscelis adeliae)
124,PAL0910,124,Anvers,Torgersen,"Adult, 1 Egg Stage",N69A1,Yes,11/18/09,35.2,15.9,186.0,3050.0,FEMALE,8.81668,-25.95399,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
125,PAL0910,125,Anvers,Torgersen,"Adult, 1 Egg Stage",N69A2,Yes,11/18/09,40.6,19.0,199.0,4000.0,MALE,9.22537,-25.60826,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
126,PAL0910,126,Anvers,Torgersen,"Adult, 1 Egg Stage",,Yes,11/21/09,38.8,17.6,191.0,3275.0,,8.88098,-25.89741,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
127,PAL0910,127,Anvers,Torgersen,"Adult, 1 Egg Stage",N71A2,Yes,11/21/09,41.5,18.3,195.0,4300.0,MALE,8.52566,-26.0245,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
128,PAL0910,128,Anvers,Torgersen,"Adult, 1 Egg Stage",N72A1,Yes,11/18/09,39.0,17.1,191.0,3050.0,FEMALE,9.19031,-25.73722,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
129,PAL0910,129,Anvers,Torgersen,"Adult, 1 Egg Stage",N72A2,Yes,11/18/09,44.1,18.0,210.0,4000.0,MALE,9.10702,-26.01363,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
130,PAL0910,130,Anvers,Torgersen,"Adult, 1 Egg Stage",N73A1,No,11/23/09,38.5,17.9,190.0,3325.0,FEMALE,8.9846,-25.57956,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
131,PAL0910,131,Anvers,Torgersen,"Adult, 1 Egg Stage",N73A2,No,11/23/09,43.1,19.2,197.0,3500.0,MALE,11.524435,-26.1396,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
132,PAL0910,132,Anvers,Dream,"Adult, 1 Egg Stage",,Yes,11/10/09,36.8,18.5,193.0,3500.0,FEMALE,8.98705,-25.57647,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
133,PAL0910,133,Anvers,Dream,"Adult, 1 Egg Stage",N76A2,Yes,11/10/09,37.5,18.5,199.0,4475.0,MALE,8.56708,-26.49288,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
134,PAL0910,134,Anvers,Dream,"Adult, 1 Egg Stage",N77A1,Yes,11/13/09,38.1,17.6,187.0,3425.0,FEMALE,8.717,-25.77951,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
135,PAL0910,135,Anvers,Dream,"Adult, 1 Egg Stage",N77A2,Yes,11/13/09,41.1,17.5,190.0,3900.0,MALE,8.94365,-26.06943,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
136,PAL0910,136,Anvers,Dream,"Adult, 1 Egg Stage",N78A1,Yes,11/16/09,35.6,17.5,191.0,3175.0,FEMALE,8.75984,-25.97696,,Adelie Penguin (Pygoscelis adeliae)
137,PAL0910,137,Anvers,Dream,"Adult, 1 Egg Stage",N78A2,Yes,11/16/09,40.2,20.1,200.0,3975.0,,8.95998,-26.32601,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
138,PAL0910,138,Anvers,Dream,"Adult, 1 Egg Stage",N79A1,No,11/16/09,37.0,16.5,185.0,3400.0,FEMALE,8.61651,-26.07021,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
139,PAL0910,139,Anvers,Dream,"Adult, 1 Egg Stage",N79A2,,11/16/09,39.7,17.9,193.0,4250.0,MALE,9.25769,-25.88798,,Adelie Penguin (Pygoscelis adeliae)
140,PAL0910,140,Anvers,Dream,"Adult, 1 Egg Stage",N80A1,Yes,11/14/09,40.2,17.1,193.0,3400.0,FEMALE,9.2881,-25.54976,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
141,PAL0910,141,Anvers,Dream,"Adult, 1 Egg Stage",N80A2,Yes,11/14/09,40.6,17.2,187.0,3475.0,MALE,9.23408,-26.01549,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
142,PAL0910,142,Anvers,Dream,"Adult, 1 Egg Stage",N81A1,Yes,11/16/09,32.1,15.5,188.0,3050.0,FEMALE,8.79787,-26.61075,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
143,PAL0910,143,Anvers,Dream,"Adult, 1 Egg Stage",N81A2,Yes,11/16/09,40.7,17.0,190.0,3725.0,MALE,9.05674,-25.79529,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
144,PAL0910,144,Anvers,Dream,"Adult, 1 Egg Stage",N82A1,Yes,11/16/09,37.3,16.8,192.0,3000.0,FEMALE,9.06829,-25.85203,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
145,PAL0910,145,Anvers,Dream,"Adult, 1 Egg Stage",,Yes,11/16/09,39.0,18.7,185.0,3650.0,MALE,9.22033,-26.03442,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
146,PAL0910,146,Anvers,Dream,"Adult, 1 Egg Stage",N83A1,Yes,11/13/09,39.2,18.6,190.0,4250.0,MALE,9.11006,-25.79549,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
147,PAL0910,147,Anvers,Dream,"Adult, 1 Egg Stage",N83A2,Yes,11/13/09,36.6,18.4,184.0,3475.0,FEMALE,8.68744,-25.8306,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
148,PAL0910,148,Anvers,Dream,"Adult, 1 Egg Stage",N84A1,Yes,11/17/09,36.0,17.8,195.0,3450.0,,8.94332,-25.79189,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
149,PAL0910,149,Anvers,Dream,"Adult, 1 Egg Stage",N84A2,Yes,11/17/09,37.8,18.1,193.0,3750.0,MALE,8.97533,-26.03495,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
150,PAL0910,150,Anvers,Dream,"Adult, 1 Egg Stage",N85A1,Yes,11/17/09,36.0,17.1,187.0,3700.0,FEMALE,8.93465,-26.07081,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
151,PAL0910,151,Anvers,Dream,"Adult, 1 Egg Stage",N85A2,Yes,11/17/09,41.5,18.5,201.0,4000.0,MALE,8.8964,-26.06967,Nest never observed with full clutch.,Adelie Penguin (Pygoscelis adeliae)
152,PAL0708,152,Anvers,Dream,"Adult, 1 Egg Stage",N61A1,No,11/19/07,46.5,17.9,192.0,3500.0,FEMALE,9.03935,-24.30229,,Chinstrap penguin (Pygoscelis antarctica)
153,PAL0708,153,Anvers,Dream,"Adult, 1 Egg Stage",N61A2,No,11/19/07,50.0,19.5,196.0,3900.0,MALE,8.92069,-24.23592,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
154,PAL0708,154,Anvers,Dream,"Adult, 1 Egg Stage",N62A1,Yes,11/26/07,51.3,19.2,193.0,3650.0,MALE,9.29078,-24.7557,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
155,PAL0708,155,Anvers,Dream,"Adult, 1 Egg Stage",N62A2,Yes,11/26/07,45.4,18.7,188.0,3525.0,FEMALE,8.64701,-24.62717,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
156,PAL0708,156,Anvers,Dream,"Adult, 1 Egg Stage",N64A1,Yes,11/21/07,52.7,19.8,197.0,3725.0,MALE,9.00642,-24.61867,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
157,PAL0708,157,Anvers,Dream,"Adult, 1 Egg Stage",N64A2,Yes,11/21/07,45.2,17.8,198.0,3950.0,FEMALE,8.88942,-24.49433,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
158,PAL0708,158,Anvers,Dream,"Adult, 1 Egg Stage",N66A1,Yes,11/28/07,46.1,18.2,178.0,3250.0,FEMALE,8.85664,-24.55644,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
159,PAL0708,159,Anvers,Dream,"Adult, 1 Egg Stage",N66A2,Yes,11/28/07,51.3,18.2,197.0,3750.0,MALE,8.63701,-24.84059,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
160,PAL0708,160,Anvers,Dream,"Adult, 1 Egg Stage",N67A1,Yes,11/21/07,46.0,18.9,195.0,4150.0,,8.47173,-24.29229,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
161,PAL0708,161,Anvers,Dream,"Adult, 1 Egg Stage",N67A2,Yes,11/21/07,51.3,19.9,198.0,3700.0,,8.79581,-24.36088,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
162,PAL0708,162,Anvers,Dream,"Adult, 1 Egg Stage",N68A1,Yes,11/28/07,46.6,17.8,193.0,3800.0,FEMALE,8.95063,-24.59897,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
163,PAL0708,163,Anvers,Dream,"Adult, 1 Egg Stage",N68A2,Yes,11/28/07,51.7,20.3,194.0,3775.0,MALE,8.68747,-24.38751,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
164,PAL0708,164,Anvers,Dream,"Adult, 1 Egg Stage",N69A1,Yes,11/26/07,47.0,17.3,185.0,3700.0,FEMALE,8.72037,-24.80526,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
165,PAL0708,165,Anvers,Dream,"Adult, 1 Egg Stage",,Yes,11/26/07,52.0,18.1,201.0,4050.0,MALE,9.0233,-24.38933,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
166,PAL0708,166,Anvers,Dream,"Adult, 1 Egg Stage",N70A1,Yes,11/22/07,45.9,17.1,190.0,3575.0,FEMALE,9.12277,-24.90024,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
167,PAL0708,167,Anvers,Dream,"Adult, 1 Egg Stage",,Yes,11/22/07,50.5,19.6,201.0,4050.0,,9.8059,-24.7294,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
168,PAL0708,168,Anvers,Dream,"Adult, 1 Egg Stage",N71A1,No,11/30/07,50.3,20.0,197.0,3300.0,MALE,10.02019,-24.54704,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
169,PAL0708,169,Anvers,Dream,"Adult, 1 Egg Stage",N71A2,No,11/30/07,58.0,17.8,181.0,3700.0,FEMALE,9.14382,-24.57994,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
170,PAL0708,170,Anvers,Dream,"Adult, 1 Egg Stage",N72A1,Yes,11/30/07,46.4,18.6,190.0,3450.0,FEMALE,9.32105,-24.64162,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
171,PAL0708,171,Anvers,Dream,"Adult, 1 Egg Stage",N72A2,Yes,11/30/07,49.2,18.2,195.0,4400.0,MALE,9.27158,-24.64335,,Chinstrap penguin (Pygoscelis antarctica)
172,PAL0708,172,Anvers,,"Adult, 1 Egg Stage",N73A1,Yes,12/3/07,42.4,17.3,181.0,3600.0,FEMALE,9.35138,-24.6879,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
173,PAL0708,173,Anvers,Dream,"Adult, 1 Egg Stage",N73A2,Yes,12/3/07,48.5,17.5,191.0,3400.0,MALE,9.42666,-24.26375,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
174,PAL0708,174,Anvers,Dream,"Adult, 1 Egg Stage",N85A1,No,11/28/07,43.2,16.6,187.0,2900.0,FEMALE,9.35416,-25.01185,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
175,PAL0708,175,Anvers,Dream,"Adult, 1 Egg Stage",N85A2,No,11/28/07,50.6,19.4,193.0,3800.0,MALE,9.28153,-24.97134,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
176,PAL0708,176,Anvers,Dream,"Adult, 1 Egg Stage",,No,11/28/07,46.7,17.9,195.0,3300.0,FEMALE,9.74144,-24.59467,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
177,PAL0708,177,Anvers,Dream,"Adult, 1 Egg Stage",N89A2,No,11/28/07,52.0,19.0,197.0,4150.0,MALE,9.36799,-24.47142,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
178,PAL0809,178,Anvers,Dream,"Adult, 1 Egg Stage",N61A1,No,11/25/08,50.5,18.4,200.0,3400.0,FEMALE,8.9399,-23.89017,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
179,PAL0809,179,Anvers,Dream,"Adult, 1 Egg Stage",N61A2,No,11/25/08,49.5,19.0,200.0,3800.0,MALE,9.63074,-24.34684,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
180,PAL0809,180,Anvers,Dream,"Adult, 1 Egg Stage",N62A1,Yes,11/14/08,46.4,17.8,191.0,3700.0,FEMALE,9.37369,-24.52896,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
181,PAL0809,181,Anvers,Dream,"Adult, 1 Egg Stage",N62A2,Yes,11/14/08,52.8,20.0,205.0,4550.0,MALE,9.25177,-24.69638,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
182,PAL0809,182,Anvers,Dream,"Adult, 1 Egg Stage",N63A1,Yes,11/24/08,40.9,16.6,187.0,3200.0,FEMALE,9.08458,-24.54903,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
183,PAL0809,183,Anvers,,"Adult, 1 Egg Stage",N63A2,Yes,11/24/08,54.2,20.8,201.0,4300.0,,9.49283,-24.59996,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
184,PAL0809,184,Anvers,,"Adult, 1 Egg Stage",N65A1,Yes,11/24/08,42.5,16.7,187.0,3350.0,FEMALE,12.176684000000002,-24.45195,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
185,PAL0809,185,Anvers,Dream,"Adult, 1 Egg Stage",N65A2,Yes,11/24/08,51.0,18.8,203.0,4100.0,MALE,9.23196,-24.17282,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
186,PAL0809,186,Anvers,Dream,"Adult, 1 Egg Stage",,Yes,11/25/08,49.7,18.6,195.0,3600.0,MALE,9.75486,-24.31198,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
187,PAL0809,187,Anvers,Dream,"Adult, 1 Egg Stage",,Yes,11/25/08,47.5,16.8,199.0,3900.0,FEMALE,9.07825,-25.1455,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
188,PAL0809,188,Anvers,Dream,"Adult, 1 Egg Stage",N69A1,Yes,11/14/08,47.6,18.3,195.0,3850.0,FEMALE,8.83502,-24.65859,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
189,PAL0809,189,Anvers,Dream,"Adult, 1 Egg Stage",,Yes,11/14/08,52.0,20.7,210.0,4800.0,MALE,9.43146,-24.6844,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
190,PAL0809,190,Anvers,,"Adult, 1 Egg Stage",N72A1,No,11/24/08,46.9,16.6,192.0,2700.0,FEMALE,9.80589,-24.73735,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
191,PAL0809,191,Anvers,Dream,"Adult, 1 Egg Stage",N72A2,No,11/24/08,53.5,19.9,205.0,4500.0,MALE,10.02544,-24.90816,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
